#Table: III/159A/catalog.dat (cdsarc.u-strasbg.fr)
#---------------------------------------------------------------------------------------------------------------------------------------------------------------
#          |    |      |      |      |      |      |        |        |          |          |                   |                 |r|      |      |       |
#          |    |      |      |      |      |      |        |        |          |          |                   |                 |P|      |      |       |
#          |    |      |      |      |     e|      |        |        |          |          |                   |                 |o|      |      |       |
#Star      |Nobs|  Smin|  Smax| Smean|_Smean|   sdS|    Wmin|   Wmean|Date1     |Date2     |SName              |   RAdeg    DEdeg|s|  Bmag|  Vmag|   ASCC|   HIP
#----------|----|------|------|------|------|------|--------|--------|----------|----------|-------------------|-----------------|-|------|------|-------|------
Hya    79 |   9|0.4236|0.5717|0.4705|0.0496| 10.54|   145.3|   285.2|24/10/1981|17/ 1/1982|Cl Melotte 25 79   |067.3814 +17.8933|A| 9.779| 8.945| 838490| 20951
Hya    79 |   3|0.4167|0.4274|0.4230|0.0056|  1.32|   705.8|   734.1|11/ 3/1983|11/ 3/1983|Cl Melotte 25 79   |067.3814 +17.8933|A| 9.779| 8.945| 838490| 20951
Hya    81 |   1|0.3617|0.3617|0.3617|0.0000|  0.00|  2991.1|  2991.1|13/12/1978|13/12/1978|Cl Melotte 25 81   |067.5746 +19.8406|A| 7.583| 7.087| 838517| 21008
Hya    81 |  84|0.2112|0.2501|0.2298|0.0081|  3.55|   742.5|  2046.3| 1/11/1982|17/ 2/1983|Cl Melotte 25 81   |067.5746 +19.8406|A| 7.583| 7.087| 838517| 21008
Hya    85 | 117|0.2190|0.2591|0.2371|0.0069|  2.91|   822.8|  2568.8| 1/11/1982|16/ 3/1983|Cl Melotte 25 85   |067.6947 +16.1488|A| 6.940| 6.491| 838534| 21053
Hya    87 |   6|0.3194|0.4020|0.3557|0.0355|  9.99|   537.0|   728.5| 4/11/1981| 9/11/1981|Cl Melotte 25 87   |067.8151 +20.1333|A| 9.324| 8.590| 749970| 21099
Hya    87 |  15|0.3391|0.4273|0.3691|0.0207|  5.60|   350.0|  1133.4|20/12/1982|14/ 1/1983|Cl Melotte 25 87   |067.8151 +20.1333|A| 9.324| 8.590| 749970| 21099
Hya    88 |   9|0.2333|0.2714|0.2512|0.0142|  5.64|   947.3|  1218.1| 1/11/1981|10/11/1981|Cl Melotte 25 88   |067.8720 +13.9035|A| 8.323| 7.765| 921663| 21112
Hya    88 |  24|0.2281|0.2702|0.2499|0.0122|  4.88|   431.4|  1258.8|17/10/1982|15/ 2/1983|Cl Melotte 25 88   |067.8720 +13.9035|A| 8.323| 7.765| 921663| 21112
Hya    91 |   3|0.4702|0.5076|0.4836|0.0208|  4.31|   389.5|   436.1|24/10/1981|24/10/1981|Cl Melotte 25 91   |068.2085 +16.0059|A| 9.828| 8.905| 838615|
Hya    92 |   6|0.2858|0.4418|0.3488|0.0572| 16.40|   246.0|   325.5|24/10/1981|20/12/1981|Cl Melotte 25 92   |068.2475 +15.8190|A| 9.390| 8.654| 838619|
Hya    92 |  12|0.3854|0.4176|0.4007|0.0105|  2.62|   380.9|  1395.5| 6/ 1/1983|14/ 1/1983|Cl Melotte 25 92   |068.2475 +15.8190|A| 9.390| 8.654| 838619|
Hya    96 |   9|0.4250|0.6290|0.5152|0.0722| 14.01|   317.2|   546.0| 4/11/1981|20/12/1981|Cl Melotte 25 96   |068.4937 +15.1637|A| 9.311| 8.495| 838657| 21280
Hya    96 |   9|0.4740|0.5648|0.5167|0.0257|  4.98|   282.1|   426.0|18/12/1982|20/12/1982|Cl Melotte 25 96   |068.4937 +15.1637|A| 9.311| 8.495| 838657| 21280
Hya    97 |  57|0.2537|0.3566|0.3114|0.0197|  6.32|   437.4|  1115.6|24/10/1981|31/ 1/1982|Cl Melotte 25 97   |068.6469 +15.5047|A| 8.532| 7.903| 838670| 21317
Hya    97 |   3|0.3039|0.3226|0.3152|0.0099|  3.15|   885.1|   918.5|12/12/1982|12/12/1982|Cl Melotte 25 97   |068.6469 +15.5047|A| 8.532| 7.903| 838670| 21317
Hya    99 |   3|0.5162|0.5842|0.5414|0.0373|  6.89|   293.5|   301.7|16/ 1/1982|16/ 1/1982|Cl Melotte 25 99   |069.0217 +15.6841|A|10.302| 9.343| 838712|
Hya    99 |   6|0.5280|0.5543|0.5398|0.0101|  1.86|   952.4|   998.1|13/ 1/1983|14/ 1/1983|Cl Melotte 25 99   |069.0217 +15.6841|A|10.302| 9.343| 838712|
Hya   101 | 102|0.1873|0.2474|0.2227|0.0092|  4.13|   684.9|  2356.7| 1/11/1982|11/ 3/1983|Cl Melotte 25 101  |069.1694 +15.8694|A| 7.090| 6.625| 838732| 21474
Hya   102 |  18|0.2609|0.3194|0.2870|0.0151|  5.26|   897.7|  1250.0|24/10/1981|23/12/1981|Cl Melotte 25 102  |069.3830 +15.1465|A| 8.153| 7.545| 838759| 21543
Hya   102 |  48|0.2844|0.3375|0.3073|0.0128|  4.15|   295.4|  1099.2|23/ 9/1982| 9/ 1/1983|Cl Melotte 25 102  |069.3830 +15.1465|A| 8.153| 7.545| 838759| 21543
Hya   105 |   1|7.5485|7.5485|7.5485|0.0000|  0.00|  2170.1|  2170.1|22/ 7/1977|22/ 7/1977|Cl Melotte 25 105  |069.7134 +23.1501|A| 8.103| 7.501| 750172| 21637
Hya   114 |   1|8.7609|8.7609|8.7609|0.0000|  0.00|   676.3|   676.3|22/ 7/1977|22/ 7/1977|Cl Melotte 25 114  |071.9063 +18.2588|A| 9.258| 8.522| 839094| 22265
Hya   114 |   1|0.3544|0.3544|0.3544|0.0000|  0.00|  1190.2|  1190.2|26/10/1979|26/10/1979|Cl Melotte 25 114  |071.9063 +18.2588|A| 9.258| 8.522| 839094| 22265
Hya   115 |   6|0.5474|0.5688|0.5570|0.0078|  1.41|  1353.8|  1466.2|13/ 1/1983|14/ 1/1983|Cl Melotte 25 115  |072.1753 +21.1011|A| 9.904| 9.057| 750542| 22350
Hya   116 |   1|0.3703|0.3703|0.3703|0.0000|  0.00|  2782.8|  2782.8|12/12/1978|12/12/1978|Cl Melotte 25 116  |072.2645 +18.6413|A| 9.814| 8.967| 839162| 22380
Hya   116 |   6|0.4994|0.5623|0.5315|0.0233|  4.39|  1524.1|  1616.0|13/ 1/1983|14/ 1/1983|Cl Melotte 25 116  |072.2645 +18.6413|A| 9.814| 8.967| 839162| 22380
Hya   118 |   1|0.2011|0.2011|0.2011|0.0000|  0.00|  2397.0|  2397.0|24/10/1979|24/10/1979|Cl Melotte 25 118  |072.3836 +15.8888|A| 8.641| 7.727| 839171| 22422
Hya   119 |   1|0.3198|0.3198|0.3198|0.0000|  0.00|  2355.3|  2355.3|24/10/1979|24/10/1979|Cl Melotte 25 119  |072.5994 +17.2027|A| 7.682| 7.098| 839195| 22496
Hya   123 |   1|2.0023|2.0023|2.0023|0.0000|  0.00|  2367.0|  2367.0|22/ 7/1977|22/ 7/1977|Cl Melotte 25 123  |072.8434 +18.8399|A| 5.323| 5.085| 839233| 22565
Hya   127 |   1|1.8649|1.8649|1.8649|0.0000|  0.00|  2476.3|  2476.3|22/ 7/1977|22/ 7/1977|Cl Melotte 25 127  |074.4561 +14.0022|A| 9.622| 8.892| 922542| 23069
Hya   180 |   3|0.7128|0.7682|0.7380|0.0280|  3.80|   315.2|   334.4|16/ 1/1982|16/ 1/1982|Cl Melotte 25 180  |067.4903 +16.6729|A|10.051| 9.069| 838506| 20978
Hya   180 |   6|0.6117|0.7556|0.6830|0.0593|  8.68|   795.9|   848.2|13/ 1/1983|14/ 1/1983|Cl Melotte 25 180  |067.4903 +16.6729|A|10.051| 9.069| 838506| 20978
HD    166 |   1|0.5034|0.5034|0.5034|0.0000|  0.00|  7649.5|  7649.5|15/11/1978|15/11/1978|HD 166             |001.6522 +29.0219|A| 6.827| 6.066| 647404|   544
HD    166 |   1|0.4686|0.4686|0.4686|0.0000|  0.00|  4392.8|  4392.8|24/11/1979|24/11/1979|HD 166             |001.6522 +29.0219|A| 6.827| 6.066| 647404|   544
HD    352 |   3|0.6142|0.6802|0.6431|0.0338|  5.25|  1184.0|  1201.5|14/ 7/1982|14/ 7/1982|HD 352             |002.0504 -02.4477|A| 7.589| 6.200|1185335|   664
HD    400 |   2|0.1479|0.1534|0.1507|0.0039|  2.58|  4979.7|  7736.9|29/ 9/1978|26/10/1978|HD 400             |002.1709 +36.6274|A| 6.725| 6.210| 453541|   699
HD    400 |   1|0.1524|0.1524|0.1524|0.0000|  0.00|  8868.7|  8868.7|14/11/1979|14/11/1979|HD 400             |002.1709 +36.6274|A| 6.725| 6.210| 453541|   699
HD    417 |   3|0.1018|0.1087|0.1056|0.0035|  3.32|   876.5|   999.6|13/ 7/1982|13/ 7/1982|HD 417             |002.2170 +25.4629|A| 7.219| 6.243| 647519|   716
HD    432 |   3|0.1937|0.1963|0.1946|0.0014|  0.74| 54721.4| 54896.0|15/ 7/1982|15/ 7/1982|HD 432             |002.2920 +59.1502|A| 2.665| 2.269| 155033|   746
HD   1013 |   3|0.2326|0.2534|0.2403|0.0114|  4.73|  1310.8|  1331.0|19/ 7/1982|19/ 7/1982|HD 1013            |003.6505 +20.2067|A| 6.380| 4.806| 739878|  1168
HD   1014 |   3|0.2714|0.2770|0.2734|0.0031|  1.15|   838.7|   880.6|31/ 7/1982|31/ 7/1982|HD 1014            |003.6150 -07.7805|A| 6.733| 5.154|1264461|  1158
HD   1038 |   3|0.2854|0.3108|0.2948|0.0139|  4.72|  1520.9|  1553.1|31/ 7/1982|31/ 7/1982|HD 1038            |003.6601 -18.9327|A| 6.085| 4.454|1428740|  1170
HD   1342 |   3|0.1711|0.1769|0.1730|0.0033|  1.94|  3452.6|  3470.9|21/ 8/1980|21/ 8/1980|HD 1342            |004.4227 +01.3238|A| 9.866| 9.298|1093570|
HD   1522 |   2|0.1176|0.1212|0.1194|0.0025|  2.13|  4207.1|  4269.4|27/ 8/1980|27/ 8/1980|HD 1522            |004.8570 -08.8238|A| 4.782| 3.547|1264606|  1562
HD   1522 |   3|0.1193|0.1214|0.1204|0.0011|  0.88|  2808.5|  2898.2|22/ 7/1982|22/ 7/1982|HD 1522            |004.8570 -08.8238|A| 4.782| 3.547|1264606|  1562
HD   1632 |   3|0.2438|0.2683|0.2541|0.0127|  5.01|   400.4|   421.4|24/ 7/1982|24/ 7/1982|HD 1632            |005.1897 +32.9112|A| 7.390| 5.805| 549280|  1657
HD   1671 |   1|0.2226|0.2226|0.2226|0.0000|  0.00| 15836.8| 15836.8|27/11/1979|27/11/1979|HD 1671            |005.2801 +37.9687|A| 5.610| 5.154| 454399|  1686
HD   1835 |   5|0.3995|0.4389|0.4164|0.0161|  3.86|     0.0|     0.0| 4/ 8/1966|24/ 9/1966|HD 1835            |005.7148 -12.2096|A| 7.051| 6.373|1344851|  1803
HD   1835 |  12|0.3408|0.4018|0.3706|0.0228|  6.17|     0.0|     0.0|17/ 8/1967|11/12/1967|HD 1835            |005.7148 -12.2096|A| 7.051| 6.373|1344851|  1803
HD   1835 |  19|0.3590|0.3994|0.3791|0.0098|  2.58|     0.0|     0.0| 8/ 7/1968|12/12/1968|HD 1835            |005.7148 -12.2096|A| 7.051| 6.373|1344851|  1803
HD   1835 |  21|0.3477|0.4055|0.3716|0.0140|  3.78|     0.0|     0.0| 2/ 7/1969|18/12/1969|HD 1835            |005.7148 -12.2096|A| 7.051| 6.373|1344851|  1803
HD   1835 |  15|0.3407|0.4067|0.3643|0.0202|  5.54|     0.0|     0.0|10/ 7/1970|15/12/1970|HD 1835            |005.7148 -12.2096|A| 7.051| 6.373|1344851|  1803
HD   1835 |  12|0.3549|0.3820|0.3701|0.0076|  2.04|     0.0|     0.0| 5/ 8/1971| 1/12/1971|HD 1835            |005.7148 -12.2096|A| 7.051| 6.373|1344851|  1803
HD   1835 |  11|0.3396|0.3653|0.3528|0.0069|  1.96|     0.0|     0.0|25/ 8/1972|20/12/1972|HD 1835            |005.7148 -12.2096|A| 7.051| 6.373|1344851|  1803
HD   1835 |  15|0.3637|0.4166|0.3910|0.0153|  3.91|     0.0|     0.0|21/ 7/1973|30/11/1973|HD 1835            |005.7148 -12.2096|A| 7.051| 6.373|1344851|  1803
HD   1835 |  12|0.3517|0.4097|0.3775|0.0220|  5.82|     0.0|     0.0| 1/ 8/1974| 1/12/1974|HD 1835            |005.7148 -12.2096|A| 7.051| 6.373|1344851|  1803
HD   1835 |  18|0.3612|0.4122|0.3918|0.0140|  3.57|     0.0|     0.0|20/ 7/1975|19/12/1975|HD 1835            |005.7148 -12.2096|A| 7.051| 6.373|1344851|  1803
HD   1835 |  12|0.3247|0.3806|0.3617|0.0159|  4.41|     0.0|     0.0|14/ 7/1976| 1/12/1976|HD 1835            |005.7148 -12.2096|A| 7.051| 6.373|1344851|  1803
HD   1835 |  12|0.3269|0.3804|0.3427|0.0151|  4.39|  7436.9|  8797.1|23/ 7/1977| 4/12/1977|HD 1835            |005.7148 -12.2096|A| 7.051| 6.373|1344851|  1803
HD   1835 |   8|0.3292|0.3704|0.3531|0.0147|  4.16|  7420.2| 14427.9|22/ 8/1978|11/12/1978|HD 1835            |005.7148 -12.2096|A| 7.051| 6.373|1344851|  1803
HD   1835 |  15|0.3098|0.3767|0.3540|0.0174|  4.92|  4248.3| 13415.0|26/ 9/1979|17/12/1979|HD 1835            |005.7148 -12.2096|A| 7.051| 6.373|1344851|  1803
HD   1835 | 244|0.3043|0.3691|0.3362|0.0118|  3.50|   451.9|  2827.5| 3/ 7/1980| 4/ 1/1981|HD 1835            |005.7148 -12.2096|A| 7.051| 6.373|1344851|  1803
HD   1835 | 177|0.2825|0.3569|0.3150|0.0141|  4.46|   367.4|  2104.9|18/ 7/1981|12/11/1981|HD 1835            |005.7148 -12.2096|A| 7.051| 6.373|1344851|  1803
HD   1835 |  68|0.2983|0.3715|0.3376|0.0163|  4.84|  1204.3|  2345.4|17/ 8/1982| 6/12/1982|HD 1835            |005.7148 -12.2096|A| 7.051| 6.373|1344851|  1803
HD   1918 |   3|0.1154|0.1344|0.1265|0.0099|  7.81|   184.3|   239.4|25/ 7/1982|25/ 7/1982|HD 1918            |005.9300 +45.0891|A| 8.588| 7.607| 298258|  1879
HD   2363 |   3|0.0970|0.1032|0.0996|0.0032|  3.23|   687.4|   734.2|19/ 7/1982|19/ 7/1982|HD 2363            |006.8112 -25.5471|A| 6.998| 5.971|1617543|  2159
HD   2411 |   3|0.2088|0.2124|0.2107|0.0018|  0.86|  1199.9|  1279.1|14/ 7/1982|14/ 7/1982|HD 2411            |007.0119 +17.8931|A| 6.640| 5.072| 830117|  2219
HD   2454 |   7|0.1685|0.1796|0.1741|0.0040|  2.30|     0.0|     0.0| 2/ 8/1966|25/10/1966|HD 2454            |007.0835 +10.1903|A| 6.490| 6.040| 913941|  2235
HD   2454 |   4|0.1674|0.1791|0.1737|0.0055|  3.16|     0.0|     0.0|23/10/1967|10/12/1967|HD 2454            |007.0835 +10.1903|A| 6.490| 6.040| 913941|  2235
HD   2454 |  10|0.1741|0.1888|0.1813|0.0041|  2.26|     0.0|     0.0| 8/ 7/1968|10/10/1968|HD 2454            |007.0835 +10.1903|A| 6.490| 6.040| 913941|  2235
HD   2454 |  14|0.1674|0.1846|0.1731|0.0051|  2.95|     0.0|     0.0| 3/ 7/1969|15/12/1969|HD 2454            |007.0835 +10.1903|A| 6.490| 6.040| 913941|  2235
HD   2454 |  13|0.1702|0.1877|0.1768|0.0050|  2.84|     0.0|     0.0|10/ 7/1970|22/11/1970|HD 2454            |007.0835 +10.1903|A| 6.490| 6.040| 913941|  2235
HD   2454 |  12|0.1725|0.1843|0.1762|0.0036|  2.06|     0.0|     0.0| 5/ 8/1971| 1/12/1971|HD 2454            |007.0835 +10.1903|A| 6.490| 6.040| 913941|  2235
HD   2454 |  11|0.1630|0.1732|0.1678|0.0028|  1.64|     0.0|     0.0|25/ 8/1972|20/12/1972|HD 2454            |007.0835 +10.1903|A| 6.490| 6.040| 913941|  2235
HD   2454 |  10|0.1722|0.1823|0.1784|0.0040|  2.23|     0.0|     0.0|22/ 7/1973|30/11/1973|HD 2454            |007.0835 +10.1903|A| 6.490| 6.040| 913941|  2235
HD   2454 |  11|0.1653|0.1825|0.1706|0.0048|  2.83|     0.0|     0.0|31/ 7/1974| 1/12/1974|HD 2454            |007.0835 +10.1903|A| 6.490| 6.040| 913941|  2235
HD   2454 |  15|0.1728|0.1880|0.1791|0.0046|  2.59|     0.0|     0.0|20/ 7/1975|19/12/1975|HD 2454            |007.0835 +10.1903|A| 6.490| 6.040| 913941|  2235
HD   2454 |   9|0.1642|0.1764|0.1708|0.0041|  2.41|     0.0|     0.0| 4/ 9/1976| 1/12/1976|HD 2454            |007.0835 +10.1903|A| 6.490| 6.040| 913941|  2235
HD   2454 |  12|0.1588|0.2008|0.1696|0.0105|  6.20|  8684.1| 11096.8|23/ 7/1977| 5/12/1977|HD 2454            |007.0835 +10.1903|A| 6.490| 6.040| 913941|  2235
HD   2454 |   4|0.1676|0.1846|0.1736|0.0078|  4.47|  9097.2| 20380.2|23/ 8/1978|11/12/1978|HD 2454            |007.0835 +10.1903|A| 6.490| 6.040| 913941|  2235
HD   2454 |   7|0.1712|0.1769|0.1735|0.0021|  1.21|  8812.1| 11629.2|26/ 9/1979|19/12/1979|HD 2454            |007.0835 +10.1903|A| 6.490| 6.040| 913941|  2235
HD   2454 | 162|0.1502|0.1687|0.1602|0.0039|  2.44|  1515.7|  3229.5| 3/ 7/1980|21/11/1980|HD 2454            |007.0835 +10.1903|A| 6.490| 6.040| 913941|  2235
HD   2454 |  33|0.1574|0.1795|0.1669|0.0042|  2.52|  2192.3|  2963.6|10/ 8/1981|24/10/1981|HD 2454            |007.0835 +10.1903|A| 6.490| 6.040| 913941|  2235
HD   2454 | 138|0.1546|0.1800|0.1671|0.0047|  2.78|   713.2|  2677.8|31/ 7/1982|21/12/1982|HD 2454            |007.0835 +10.1903|A| 6.490| 6.040| 913941|  2235
HD   2765 |   1|0.2340|0.2340|0.2340|0.0000|  0.00|  2796.7|  2796.7|15/11/1978|15/11/1978|HD 2765            |007.7406 -41.8155|A|10.654| 9.139|1906080|
HD   2765 |   1|0.2238|0.2238|0.2238|0.0000|  0.00|  3033.9|  3033.9|14/11/1979|14/11/1979|HD 2765            |007.7406 -41.8155|A|10.654| 9.139|1906080|
HD   2774 |   3|0.1030|0.1176|0.1108|0.0074|  6.63|   558.1|   611.5| 3/ 8/1982| 3/ 8/1982|HD 2774            |007.9217 +52.8396|A| 6.772| 5.595| 228815|  2497
HD   2901 |   3|0.1219|0.1358|0.1281|0.0071|  5.51|   281.6|   312.5|10/ 8/1982|10/ 8/1982|HD 2901            |008.1977 +54.1200|A| 8.190| 6.916| 228925|  2581
HD   2925 |   3|0.0890|0.1022|0.0964|0.0067|  6.99|   446.3|   477.4|18/ 7/1982|18/ 7/1982|HD 2925            |008.1644 +23.1934|A| 7.820| 6.853| 740719|  2573
HD   3228 |   1|0.2257|0.2257|0.2257|0.0000|  0.00|  7240.7|  7240.7|26/ 9/1979|26/ 9/1979|HD 3228            |008.8693 +04.2947|A| 7.855| 7.639|1094233|  2781
HD   3229 |   7|0.2124|0.2207|0.2166|0.0027|  1.24|     0.0|     0.0| 2/ 8/1966|25/10/1966|HD 3229            |008.8865 -00.5055|A| 6.396| 5.937|1186158|  2787
HD   3229 |   4|0.2153|0.2244|0.2211|0.0041|  1.87|     0.0|     0.0|23/10/1967|11/12/1967|HD 3229            |008.8865 -00.5055|A| 6.396| 5.937|1186158|  2787
HD   3229 |   9|0.2144|0.2233|0.2193|0.0037|  1.68|     0.0|     0.0| 9/ 8/1968|11/10/1968|HD 3229            |008.8865 -00.5055|A| 6.396| 5.937|1186158|  2787
HD   3229 |  14|0.2115|0.2300|0.2208|0.0058|  2.64|     0.0|     0.0| 3/ 7/1969|15/12/1969|HD 3229            |008.8865 -00.5055|A| 6.396| 5.937|1186158|  2787
HD   3229 |  12|0.2138|0.2229|0.2190|0.0030|  1.39|     0.0|     0.0|10/ 7/1970|22/11/1970|HD 3229            |008.8865 -00.5055|A| 6.396| 5.937|1186158|  2787
HD   3229 |  12|0.2069|0.2166|0.2115|0.0026|  1.25|     0.0|     0.0| 5/ 8/1971| 1/12/1971|HD 3229            |008.8865 -00.5055|A| 6.396| 5.937|1186158|  2787
HD   3229 |  11|0.2141|0.2260|0.2197|0.0037|  1.68|     0.0|     0.0|25/ 8/1972|20/12/1972|HD 3229            |008.8865 -00.5055|A| 6.396| 5.937|1186158|  2787
HD   3229 |  10|0.2124|0.2271|0.2181|0.0045|  2.07|     0.0|     0.0|22/ 7/1973|30/11/1973|HD 3229            |008.8865 -00.5055|A| 6.396| 5.937|1186158|  2787
HD   3229 |  10|0.2074|0.2267|0.2171|0.0050|  2.30|     0.0|     0.0|31/ 7/1974| 1/12/1974|HD 3229            |008.8865 -00.5055|A| 6.396| 5.937|1186158|  2787
HD   3229 |  14|0.2120|0.2261|0.2189|0.0052|  2.37|     0.0|     0.0|20/ 8/1975|19/12/1975|HD 3229            |008.8865 -00.5055|A| 6.396| 5.937|1186158|  2787
HD   3229 |  10|0.2016|0.2175|0.2116|0.0044|  2.07|     0.0|     0.0|14/ 7/1976| 1/12/1976|HD 3229            |008.8865 -00.5055|A| 6.396| 5.937|1186158|  2787
HD   3229 |  13|0.2106|0.2597|0.2248|0.0136|  6.06|  8140.0| 10568.8|23/ 7/1977| 4/12/1977|HD 3229            |008.8865 -00.5055|A| 6.396| 5.937|1186158|  2787
HD   3229 |   4|0.2192|0.2313|0.2244|0.0051|  2.25|  8723.1| 17327.4|23/ 8/1978|12/11/1978|HD 3229            |008.8865 -00.5055|A| 6.396| 5.937|1186158|  2787
HD   3229 |   5|0.2182|0.2311|0.2258|0.0055|  2.42|  8425.8| 10292.5|23/10/1979|19/12/1979|HD 3229            |008.8865 -00.5055|A| 6.396| 5.937|1186158|  2787
HD   3229 | 171|0.1997|0.2359|0.2160|0.0053|  2.45|  1492.6|  3226.0| 3/ 7/1980|23/11/1980|HD 3229            |008.8865 -00.5055|A| 6.396| 5.937|1186158|  2787
HD   3229 |  33|0.2018|0.2206|0.2104|0.0060|  2.84|  2697.8|  3052.0|10/ 8/1981|24/10/1981|HD 3229            |008.8865 -00.5055|A| 6.396| 5.937|1186158|  2787
HD   3229 | 123|0.2088|0.2424|0.2251|0.0070|  3.11|  1002.7|  2888.6|31/ 7/1982| 6/12/1982|HD 3229            |008.8865 -00.5055|A| 6.396| 5.937|1186158|  2787
HD   3421 |   2|0.1289|0.2316|0.1803|0.0726| 40.29|  8055.3|  8672.4|15/11/1979|28/11/1979|HD 3421            |009.3384 +35.3995|A| 6.315| 5.428| 455450|  2942
HD   3443 |   2|0.1939|0.1978|0.1958|0.0028|  1.41|     0.0|     0.0| 3/ 9/1966|24/ 9/1966|HD 3443            |009.3324 -24.7672|A| 6.317| 5.602|1521417|  2941
HD   3443 |   5|0.1834|0.1965|0.1885|0.0058|  3.06|     0.0|     0.0|20/ 8/1967|11/12/1967|HD 3443            |009.3324 -24.7672|A| 6.317| 5.602|1521417|  2941
HD   3443 |   2|0.1909|0.1913|0.1911|0.0003|  0.15|     0.0|     0.0|11/ 8/1968|10/10/1968|HD 3443            |009.3324 -24.7672|A| 6.317| 5.602|1521417|  2941
HD   3443 |   8|0.1825|0.2029|0.1928|0.0067|  3.47|     0.0|     0.0| 5/ 8/1969|18/12/1969|HD 3443            |009.3324 -24.7672|A| 6.317| 5.602|1521417|  2941
HD   3443 |   8|0.1899|0.2003|0.1945|0.0043|  2.21|     0.0|     0.0|13/ 8/1970|15/12/1970|HD 3443            |009.3324 -24.7672|A| 6.317| 5.602|1521417|  2941
HD   3443 |   9|0.1829|0.1887|0.1862|0.0018|  0.94|     0.0|     0.0| 5/ 8/1971| 1/12/1971|HD 3443            |009.3324 -24.7672|A| 6.317| 5.602|1521417|  2941
HD   3443 |   7|0.1824|0.1904|0.1857|0.0030|  1.63|     0.0|     0.0|25/ 8/1972|18/12/1972|HD 3443            |009.3324 -24.7672|A| 6.317| 5.602|1521417|  2941
HD   3443 |   7|0.1845|0.1907|0.1879|0.0027|  1.42|     0.0|     0.0|22/ 7/1973| 6/10/1973|HD 3443            |009.3324 -24.7672|A| 6.317| 5.602|1521417|  2941
HD   3443 |   8|0.1788|0.1906|0.1834|0.0038|  2.07|     0.0|     0.0| 1/ 8/1974| 1/12/1974|HD 3443            |009.3324 -24.7672|A| 6.317| 5.602|1521417|  2941
HD   3443 |   8|0.1823|0.1927|0.1892|0.0033|  1.76|     0.0|     0.0|20/ 8/1975|19/12/1975|HD 3443            |009.3324 -24.7672|A| 6.317| 5.602|1521417|  2941
HD   3443 |   3|0.1839|0.1872|0.1854|0.0017|  0.91|     0.0|     0.0| 9/10/1976|30/11/1976|HD 3443            |009.3324 -24.7672|A| 6.317| 5.602|1521417|  2941
HD   3443 |   5|0.1777|0.1899|0.1820|0.0049|  2.72| 10233.2|  5522.7|23/ 7/1977| 1/12/1977|HD 3443            |009.3324 -24.7672|A| 6.317| 5.602|1521417|  2941
HD   3443 |   3|0.1750|0.7816|0.3813|0.3467| 90.93|   148.6|  8369.7|23/ 8/1978|13/12/1978|HD 3443            |009.3324 -24.7672|A| 6.317| 5.602|1521417|  2941
HD   3443 |   3|0.1785|0.1839|0.1820|0.0031|  1.68|  8730.9|  8815.7|26/10/1979|18/12/1979|HD 3443            |009.3324 -24.7672|A| 6.317| 5.602|1521417|  2941
HD   3443 |  27|0.1610|0.1894|0.1684|0.0058|  3.44|  1296.4|  2231.0|10/ 8/1981|24/10/1981|HD 3443            |009.3324 -24.7672|A| 6.317| 5.602|1521417|  2941
HD   3443 |  69|0.1486|0.1889|0.1744|0.0069|  3.98|   972.1|  2090.0| 4/ 8/1982| 6/12/1982|HD 3443            |009.3324 -24.7672|A| 6.317| 5.602|1521417|  2941
HD   3457 |   3|0.1402|0.1428|0.1418|0.0014|  0.97|   240.5|   257.7| 4/ 8/1982| 4/ 8/1982|HD 3457            |009.3768 +03.1355|A| 7.816| 6.416|1094308|  2954
HD   3546 |   1|0.1117|0.1117|0.1117|0.0000|  0.00|  9245.6|  9245.6|15/11/1979|15/11/1979|HD 3546            |009.6396 +29.3124|A| 5.212| 4.347| 648948|  3031
HD   3546 |   3|0.1022|0.1066|0.1042|0.0022|  2.13|  2260.7|  2319.9|22/ 7/1982|22/ 7/1982|HD 3546            |009.6396 +29.3124|A| 5.212| 4.347| 648948|  3031
HD   3651 |   6|0.2208|0.2485|0.2375|0.0103|  4.34|     0.0|     0.0| 4/ 8/1966|26/10/1966|HD 3651            |009.8421 +21.2514|A| 6.734| 5.876| 741016|  3093
HD   3651 |   7|0.1940|0.2186|0.2098|0.0080|  3.83|     0.0|     0.0|20/ 8/1967| 8/12/1967|HD 3651            |009.8421 +21.2514|A| 6.734| 5.876| 741016|  3093
HD   3651 |  12|0.1909|0.2095|0.2015|0.0054|  2.69|     0.0|     0.0| 9/ 8/1968|10/11/1968|HD 3651            |009.8421 +21.2514|A| 6.734| 5.876| 741016|  3093
HD   3651 |  18|0.1879|0.1991|0.1939|0.0039|  2.03|     0.0|     0.0| 3/ 7/1969|18/12/1969|HD 3651            |009.8421 +21.2514|A| 6.734| 5.876| 741016|  3093
HD   3651 |  15|0.1866|0.2070|0.1945|0.0056|  2.86|     0.0|     0.0|10/ 7/1970|15/12/1970|HD 3651            |009.8421 +21.2514|A| 6.734| 5.876| 741016|  3093
HD   3651 |  14|0.1869|0.1970|0.1919|0.0035|  1.83|     0.0|     0.0| 5/ 8/1971|29/12/1971|HD 3651            |009.8421 +21.2514|A| 6.734| 5.876| 741016|  3093
